id,lon,lat
S20-A-18,147.6934720311661,-41.99066100146171
S20-A-21,147.6934720311661,-41.99066100146171
S20-A-20,147.6934720311661,-41.99066100146171
S21-A-01,145.296027988814,-40.7603870290399
S21-A-02,145.296027988814,-40.7603870290399
S21-A-03,145.296027988814,-40.7603870290399
S21-A-07,145.296027988814,-40.7603870290399
S21-A-09,145.296027988814,-40.7603870290399
S21-A-05,145.296027988814,-40.7603870290399
S21-A-04,145.296027988814,-40.7603870290399
S21-A-06,145.296027988814,-40.7603870290399
S21-A-08,145.296027988814,-40.7603870290399
S21-A-10,145.296027988814,-40.7603870290399
S22-A-01,144.66978500563812,-41.04389599029271
S22-A-02,144.66978500563812,-41.04389599029271
S22-A-04,144.66978500563812,-41.04389599029271
S22-A-09,144.66978500563812,-41.04389599029271
S22-A-07,144.66978500563812,-41.04389599029271
S22-A-05,144.66978500563812,-41.04389599029271
S22-A-03,144.66978500563812,-41.04389599029271
S22-A-06,144.66978500563812,-41.04389599029271
S22-A-08,144.66978500563812,-41.04389599029271
S23-A-01,146.160797036121,-41.47519402416889
S23-A-10,146.160797036121,-41.47519402416889
S23-A-12,146.160797036121,-41.47519402416889
S23-A-03,146.160797036121,-41.47519402416889
S23-A-06,146.160797036121,-41.47519402416889
S23-A-18,146.160797036121,-41.47519402416889
S23-A-16,146.160797036121,-41.47519402416889
S23-A-11,146.160797036121,-41.47519402416889
S23-A-13,146.160797036121,-41.47519402416889
S23-A-07,146.160797036121,-41.47519402416889
S23-A-05,146.160797036121,-41.47519402416889
S23-A-14,146.160797036121,-41.47519402416889
S27-A-11,147.32808696058993,-43.360572987981925
S27-A-01,147.32808696058993,-43.360572987981925
S27-A-10,147.32808696058993,-43.360572987981925
S27-A-02,147.32808696058993,-43.360572987981925
S27-A-03,147.32808696058993,-43.360572987981925
S27-A-04,147.32808696058993,-43.360572987981925
S27-A-06,147.32808696058993,-43.360572987981925
S27-A-09,147.32808696058993,-43.360572987981925
S27-A-08,147.32808696058993,-43.360572987981925
S27-A-05,147.32808696058993,-43.360572987981925
